日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index English Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20240906,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.84,0.08,0.05,0.00,0.00,26450
20240909,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.94,0.10,0.07,0.00,0.00,26437
20240910,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.06,0.12,0.08,0.00,0.00,26420
20240911,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.21,0.15,0.10,0.00,0.00,26416
20240912,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.25,0.04,0.03,0.00,0.00,26418
20240913,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.39,0.14,0.09,0.00,0.00,26422
20240918,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.63,0.24,0.15,0.00,0.00,26380
20240919,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.57,-0.06,-0.04,0.00,0.00,26427
20240920,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.67,0.10,0.07,0.00,0.00,26444
20240923,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.74,0.07,0.05,0.00,0.00,26451
20240924,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.60,-0.14,-0.09,0.00,0.00,26495
20240925,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.80,0.20,0.13,0.00,0.00,26564
20240926,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.62,-0.18,-0.12,0.00,0.00,26592
20240927,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.98,-0.64,-0.42,0.00,0.00,26620
20240930,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.66,-0.32,-0.21,0.00,0.00,26643
20241008,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.47,-0.19,-0.13,0.00,0.00,26744
20241009,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.38,-0.09,-0.06,0.00,0.00,26779
20241010,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.60,0.23,0.15,0.00,0.00,26809
20241011,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.66,0.06,0.04,0.00,0.00,26815
20241014,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.77,0.11,0.08,0.00,0.00,26780
20241015,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.88,0.11,0.07,0.00,0.00,26793
20241016,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.89,0.01,0.01,0.00,0.00,26798
20241017,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.04,0.15,0.10,0.00,0.00,26803
20241018,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.02,-0.02,-0.01,0.00,0.00,26792
20241021,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.09,0.07,0.04,0.00,0.00,26766
20241022,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.96,-0.13,-0.08,0.00,0.00,26769
20241023,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.78,-0.18,-0.12,0.00,0.00,26790
20241024,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.77,-0.01,-0.01,0.00,0.00,26801
20241025,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.69,-0.08,-0.05,0.00,0.00,26810
20241028,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.65,-0.04,-0.03,0.00,0.00,26816
20241029,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.66,0.01,0.01,0.00,0.00,26874
20241030,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.66,0.00,0.00,0.00,0.00,26918
20241031,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.69,0.03,0.02,0.00,0.00,26953
20241101,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.88,0.19,0.13,0.00,0.00,26997
20241104,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,152.98,0.09,0.06,0.00,0.00,26992
20241105,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.08,0.10,0.07,0.00,0.00,27000
20241106,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.10,0.02,0.02,0.00,0.00,27029
20241107,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.20,0.10,0.07,0.00,0.00,27045
20241108,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.24,0.04,0.03,0.00,0.00,27050
20241111,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.33,0.09,0.06,0.00,0.00,27034
20241112,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.46,0.13,0.09,0.00,0.00,27034
20241113,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.42,-0.04,-0.03,0.00,0.00,27047
20241114,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.42,0.01,0.00,0.00,0.00,27062
20241115,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.43,0.01,0.01,0.00,0.00,27065
20241118,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.30,-0.14,-0.09,0.00,0.00,27043
20241119,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.38,0.08,0.05,0.00,0.00,27062
20241120,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.35,-0.03,-0.02,0.00,0.00,27094
20241121,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.43,0.08,0.05,0.00,0.00,27099
20241122,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.46,0.02,0.02,0.00,0.00,27106
20241125,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.57,0.11,0.07,0.00,0.00,27088
20241126,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.66,0.09,0.06,0.00,0.00,27108
20241127,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.72,0.07,0.04,0.00,0.00,27170
20241128,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,153.85,0.13,0.09,0.00,0.00,27213
20241129,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,154.04,0.18,0.12,0.00,0.00,27244
20241202,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,154.49,0.46,0.30,0.00,0.00,27282
20241203,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,154.47,-0.03,-0.02,0.00,0.00,27294
20241204,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,154.70,0.24,0.15,0.00,0.00,27314
20241205,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,154.79,0.09,0.06,0.00,0.00,27330
20241206,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,154.78,-0.01,-0.01,0.00,0.00,27364
20241209,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,154.90,0.12,0.08,0.00,0.00,27344
20241210,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.61,0.71,0.46,0.00,0.00,27362
20241211,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.62,0.00,0.00,0.00,0.00,27392
20241212,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.70,0.09,0.05,0.00,0.00,27417
20241213,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.07,0.37,0.24,0.00,0.00,27418
20241216,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.37,0.30,0.19,0.00,0.00,27434
20241217,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.30,-0.07,-0.04,0.00,0.00,27462
20241218,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.19,-0.11,-0.07,0.00,0.00,27500
20241219,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.12,-0.07,-0.04,0.00,0.00,27522
20241220,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.37,0.25,0.16,0.00,0.00,27523
20241223,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.42,0.05,0.03,0.00,0.00,27515
20241224,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.33,-0.09,-0.06,0.00,0.00,27531
20241225,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.28,-0.05,-0.04,0.00,0.00,27555
20241226,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.26,-0.02,-0.01,0.00,0.00,27568
20241227,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.49,0.22,0.14,0.00,0.00,27555
20241230,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.46,-0.03,-0.02,0.00,0.00,27554
20241231,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.68,0.22,0.14,0.00,0.00,27567
20250102,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.16,0.49,0.31,0.00,0.00,27647
20250103,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.38,0.21,0.14,0.00,0.00,27647
20250106,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.47,0.10,0.06,0.00,0.00,27628
20250107,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.41,-0.07,-0.04,0.00,0.00,27635
20250108,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.42,0.01,0.01,0.00,0.00,27648
20250109,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.20,-0.21,-0.14,0.00,0.00,27656
20250110,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.13,-0.08,-0.05,0.00,0.00,27656
20250113,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.08,-0.05,-0.03,0.00,0.00,27640
20250114,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.06,-0.02,-0.01,0.00,0.00,27663
20250115,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.19,0.14,0.09,0.00,0.00,27691
20250116,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.16,-0.04,-0.02,0.00,0.00,27712
20250117,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.13,-0.03,-0.02,0.00,0.00,27741
20250120,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.08,-0.05,-0.03,0.00,0.00,27725
20250121,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.15,0.07,0.04,0.00,0.00,27750
20250122,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.13,-0.03,-0.02,0.00,0.00,27783
20250123,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.11,-0.01,-0.01,0.00,0.00,27817
20250124,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.08,-0.04,-0.03,0.00,0.00,27869
20250127,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.36,0.29,0.18,0.00,0.00,27881
20250205,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.52,0.16,0.10,0.00,0.00,27893
20250206,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.64,0.13,0.08,0.00,0.00,27900
20250207,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.65,0.01,0.01,0.00,0.00,27897
20250210,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.57,-0.08,-0.05,0.00,0.00,27887
20250211,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.61,0.04,0.02,0.00,0.00,27883
20250212,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.61,0.00,0.00,0.00,0.00,27886
20250213,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.64,0.03,0.02,0.00,0.00,27896
20250214,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.52,-0.12,-0.08,0.00,0.00,27909
20250217,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.33,-0.19,-0.12,0.00,0.00,27910
20250218,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.12,-0.21,-0.14,0.00,0.00,27923
20250219,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.17,0.05,0.03,0.00,0.00,27952
20250220,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.94,-0.23,-0.15,0.00,0.00,27971
20250221,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.75,-0.19,-0.12,0.00,0.00,27970
20250224,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.35,-0.40,-0.26,0.00,0.00,27976
20250225,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.33,-0.02,-0.01,0.00,0.00,27991
20250226,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.34,0.01,0.01,0.00,0.00,28023
20250227,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.20,-0.14,-0.09,0.00,0.00,28060
20250228,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.28,0.09,0.06,0.00,0.00,28074
20250303,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.40,0.11,0.07,0.00,0.00,28082
20250304,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.37,-0.03,-0.02,0.00,0.00,28078
20250305,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.37,0.00,0.00,0.00,0.00,28114
20250306,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.26,-0.11,-0.07,0.00,0.00,28148
20250307,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.77,-0.49,-0.31,0.00,0.00,28161
20250310,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.71,-0.06,-0.04,0.00,0.00,28114
20250311,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.27,-0.44,-0.28,0.00,0.00,28114
20250312,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.45,0.18,0.12,0.00,0.00,28130
20250313,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.44,-0.01,0.00,0.00,0.00,28140
20250314,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.40,-0.05,-0.03,0.00,0.00,28138
20250317,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.09,-0.31,-0.20,0.00,0.00,28108
20250318,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.06,-0.03,-0.02,0.00,0.00,28127
20250319,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.06,0.00,0.00,0.00,0.00,28140
20250320,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.32,0.26,0.17,0.00,0.00,28155
20250321,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.44,0.12,0.08,0.00,0.00,28162
20250324,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.46,0.02,0.02,0.00,0.00,28149
20250325,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.46,0.00,0.00,0.00,0.00,28158
20250326,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.64,0.18,0.12,0.00,0.00,28176
20250327,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.63,-0.01,-0.01,0.00,0.00,28200
20250328,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.67,0.04,0.03,0.00,0.00,28235
20250331,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.73,0.06,0.04,0.00,0.00,28237
20250401,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,155.78,0.04,0.03,0.00,0.00,28267
20250402,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.02,0.25,0.16,0.00,0.00,28287
20250403,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,156.68,0.66,0.42,0.00,0.00,28292
20250407,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.37,0.69,0.44,0.00,0.00,28294
20250408,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.11,-0.26,-0.17,0.00,0.00,28296
20250409,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.15,0.05,0.03,0.00,0.00,28302
20250410,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.10,-0.05,-0.03,0.00,0.00,28285
20250411,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.13,0.03,0.02,0.00,0.00,28281
20250414,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.17,0.04,0.02,0.00,0.00,28254
20250415,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.14,-0.03,-0.02,0.00,0.00,28271
20250416,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.26,0.12,0.08,0.00,0.00,28306
20250417,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.19,-0.07,-0.05,0.00,0.00,28316
20250418,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.19,0.00,0.00,0.00,0.00,28330
20250421,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.11,-0.08,-0.05,0.00,0.00,28295
20250422,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.20,0.10,0.06,0.00,0.00,28294
20250423,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.11,-0.09,-0.06,0.00,0.00,28326
20250424,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.11,-0.01,0.00,0.00,0.00,28367
20250425,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.13,0.02,0.01,0.00,0.00,28378
20250428,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.22,0.10,0.06,0.00,0.00,28354
20250429,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.47,0.25,0.16,0.00,0.00,28414
20250430,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.55,0.08,0.05,0.00,0.00,28472
20250506,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.63,0.08,0.05,0.00,0.00,28499
20250507,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.57,-0.06,-0.04,0.00,0.00,28532
20250508,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.70,0.13,0.08,0.00,0.00,28537
20250509,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.77,0.07,0.05,0.00,0.00,28532
20250512,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.62,-0.15,-0.09,0.00,0.00,28520
20250513,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.53,-0.10,-0.06,0.00,0.00,28521
20250514,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.51,-0.01,-0.01,0.00,0.00,28553
20250515,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.53,0.02,0.01,0.00,0.00,28572
20250516,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.44,-0.09,-0.06,0.00,0.00,28593
20250519,932029,中证AAA综合债指数,AAA综合债,CSI AAA Universal Bond Index,AAA Universal,,,,157.53,0.09,0.06,0.00,0.00,28593
